carport_type,carport_type_name,panel_length_mm,panel_width_mm,panel_power_w,area_length_mm,number_row,delivery_area,delivery_artic_cost_gbp,total_power_kw,total_weight_kg,total_cost_gbp
3,DuoMono,2500,1750,800,75000,6,Gloucester,465,196.8,28743.5277,78542.72925000002
4,GullWing,3500,1134,600,250000,6,Harrow,751,741.6,100961.27028000001,277185.08570000005
4,GullWing,3000,2000,700,200000,6,Southampton,585,403.2,65299.193960000004,177876.0549
1,SingleMonoIncline,1750,1000,600,150000,3,Torquay,560,250.2,26691.95396,77732.63489999999
1,SingleMonoIncline,1750,1000,250,40000,3,Gloucester,465,27.75,7963.4541,23491.865249999995
1,SingleMonoIncline,2500,750,700,75000,3,London North,751,189,15444.08858,44904.81145000001
3,DuoMono,1500,2000,900,250000,6,Southampton,585,648,74665.97335000001,205439.083375
1,SingleMonoIncline,1750,900,800,60000,3,Oxford,530,146.4,11083.18324,32492.8681
4,GullWing,3000,1000,250,40000,6,Magor - Donegal,1550,55.5,17157.83728,48379.38320000001
4,GullWing,1500,1750,200,75000,6,Liverpool,594,49.2,19674.409219999998,55851.853050000005
4,GullWing,3500,1134,200,40000,6,Kirkcaldy,1200,39.6,18327.646259999998,51910.70565000001
1,SingleMonoIncline,2000,900,400,10000,3,Southall,741,12,2625.0354800000005,8379.778699999999
4,GullWing,2333,1134,700,50000,6,Oxford,530,172.2,17833.69694,49725.51235
3,DuoMono,2333,1750,900,29000,6,Swindon,460,86.4,11890.24456,32791.201400000005
4,GullWing,4000,900,250,200000,6,Plymouth,582,306,96115.48352000001,262635.1788
3,DuoMono,2500,1134,450,200000,6,Bradford,734,445.5,79672.38160000001,220214.86399999997
2,SingleMonoDecline,1500,2000,900,50000,3,Dartford,765,64.8,8428.6633,24559.688249999996
2,SingleMonoDecline,2333,1500,500,20000,3,Magor - Cavan,1450,19.5,4602.04766,14529.58915
3,DuoMono,1750,1250,300,40000,6,Croydon,765,54,14987.238750000002,42096.966875
3,DuoMono,1750,1250,800,10000,6,Leeds,686,38.4,4736.508699999999,13832.301749999999
1,SingleMonoIncline,1500,1250,600,60000,3,Reading,530,81,10382.895439999998,30255.748599999995
2,SingleMonoDecline,2333,1500,400,29000,3,Luton,718,21.6,6222.901620000001,18408.804050000002
4,GullWing,3500,2500,600,29000,6,Walsall,530,39.6,11419.188880000002,30998.682199999996
1,SingleMonoIncline,2333,1750,300,75000,3,Slough,610,36.9,14383.405279999999,41029.583199999994
1,SingleMonoIncline,2333,750,400,150000,3,Redhill,767,217.2,30149.95624,88068.4406
3,DuoMono,2500,2500,450,60000,6,Leicester,594,62.1,21210.4039,58059.35975
3,DuoMono,4000,2500,200,10000,6,London W,750,4.8,5811.107099999999,16339.597749999997
2,SingleMonoDecline,2000,2000,250,50000,3,Peterborough,750,18,8954.0833,25858.238250000002
1,SingleMonoIncline,1500,2000,700,100000,3,Plymouth,582,100.8,16153.29546,46046.18865000001
4,GullWing,4000,1250,1000,60000,6,Bristol,430,270,27132.672459999998,73546.15115
2,SingleMonoDecline,1500,1750,200,150000,3,Watford,768,49.2,24666.77036,71352.87589999998
3,DuoMono,2333,1000,600,300000,6,Leeds,686,1000.8,118421.84526,328347.56315
4,GullWing,1500,1134,1000,300000,6,Gloucester,465,1482,76490.50294,217619.80735
4,GullWing,4000,750,600,15000,6,Romford,810,64.8,9583.28308,26681.2377
3,DuoMono,4000,2000,450,75000,6,Norwich,839,97.2,32875.18685,88908.797125
4,GullWing,3500,1134,1000,60000,6,Cambridge,720,294,25465.4841,70201.38025000002
1,SingleMonoIncline,1750,1250,1200,60000,3,Blackburn,693,162,10746.85544,31328.648599999997
1,SingleMonoIncline,2500,900,500,100000,3,London SE,749,153,19814.88666,57757.766650000005
1,SingleMonoIncline,3500,750,300,9000,3,Reading,530,9.9,3104.72238,9398.39595
1,SingleMonoIncline,4000,2000,250,29000,3,Walsall,530,10.5,7353.044459999999,20924.56115
4,GullWing,1750,2000,900,75000,6,Dartford,765,194.4,19448.12432,54890.8608
1,SingleMonoIncline,1500,1250,400,200000,3,Galashiels,1200,180,32563.696080000005,95247.63020000001
4,GullWing,3500,1134,1200,29000,6,Romford,810,172.8,13483.881319999999,37230.8133
2,SingleMonoDecline,2000,900,300,10000,3,Stoke on Trent,582,9,2625.0354800000005,8220.778699999999
2,SingleMonoDecline,3000,1750,900,200000,3,Peterborough,750,294.3,37919.38428,107240.45070000002
1,SingleMonoIncline,4000,2500,800,9000,3,Thurso,1800,7.2,2772.2889800000003,9594.11245
1,SingleMonoIncline,2333,2500,200,29000,3,Swansea,571,6.6,6018.92574,17539.06435
1,SingleMonoIncline,4000,750,400,50000,3,Canterbury,769,72,12778.236099999998,36532.020249999994
1,SingleMonoIncline,1500,1500,400,150000,3,Birmingham,543,114,24910.35276,71907.03189999999
3,DuoMono,3000,750,250,29000,6,Magor - Derry,1450,52.5,15834.126100000001,44796.105250000015
2,SingleMonoDecline,2000,1000,1200,9000,3,Magor - Kilkenny,1650,28.8,2443.78298,8774.847449999997
4,GullWing,1500,2000,1200,200000,6,Magor - Ballymena,1395,691.2,47421.233960000005,135026.1549
3,DuoMono,2333,2500,600,10000,6,Dundee,1394,14.4,4717.94326,14250.688149999998
3,DuoMono,1750,1000,700,60000,6,Tonbridge,760,235.2,22140.2773,62722.44325
4,GullWing,4000,900,1000,9000,6,Glasgow,1260,54,7015.308400000001,20164.100999999995
2,SingleMonoDecline,1500,900,200,75000,3,Bradford,734,46.2,13677.68292,40483.6773
2,SingleMonoDecline,1750,2500,200,50000,3,Kilmarnock,1100,11.4,8479.151399999999,24868.908499999998
2,SingleMonoDecline,2000,1000,900,60000,3,Hemel Hempstead,697,151.2,11437.19324,33392.8931
1,SingleMonoIncline,1500,1500,1000,50000,3,Cambridge,720,96,9211.92644,27123.126099999994
3,DuoMono,3500,2000,600,9000,6,Carlisle,950,14.4,5042.4119,14617.859749999998
4,GullWing,4000,750,600,75000,6,Torquay,560,324,39223.358120000004,107762.14530000002
4,GullWing,3000,1750,1000,20000,6,Magor - Limerick,1750,66,9304.0375,26930.80375
2,SingleMonoDecline,2500,1750,1200,29000,3,Exeter,594,57.6,6365.82406,18581.310150000005
3,DuoMono,1750,1134,1000,200000,6,Magor - Galway,1750,990,69464.9416,198026.26399999997
3,DuoMono,2333,1500,200,50000,6,Magor - Belfast,1350,38.4,20046.0437,57207.659250000004
2,SingleMonoDecline,3500,750,900,29000,3,London NW,760,94.5,7878.87026,23107.52565
2,SingleMonoDecline,3000,1500,500,9000,3,Magor - Belfast,1350,9,2774.73338,9241.42345
3,DuoMono,1750,2000,700,75000,6,Wolverhampton,530,151.2,24111.526849999995,66381.64712499999
2,SingleMonoDecline,3000,1134,600,9000,3,Magor - Newry,1395,12.6,2720.5254999999997,9181.30375
3,DuoMono,4000,750,250,250000,6,Doncaster,718,451.5,141240.05825000003,385698.0956250001
1,SingleMonoIncline,3000,1000,1000,100000,3,Lancaster,769,279,21587.8962,62363.77049999999
4,GullWing,2333,1000,300,75000,6,London SE,749,124.2,25489.479199999998,71968.64800000002
3,DuoMono,1500,900,600,29000,6,Stevenage,728,108,11436.9866,32777.2565
1,SingleMonoIncline,4000,2000,800,100000,3,Truro,860,115.2,21184.595459999997,59762.43865000002
2,SingleMonoDecline,3000,2000,300,10000,3,Thurso,1800,4.5,2862.43148,9880.2687
2,SingleMonoDecline,1750,2000,500,29000,3,Glasgow,1260,21,5759.099459999999,17669.698649999995
3,DuoMono,3000,1250,500,200000,6,Dudley,500,450,82894.06575000002,225779.99437499995
3,DuoMono,1500,750,900,250000,6,Magor - Portlaoise,1550,1625.4,88180.85825,255056.095625
4,GullWing,1750,1500,500,9000,6,Magor - Donegal,1550,18,4084.1878,12943.8995
2,SingleMonoDecline,2333,750,500,40000,3,Magor - Dublin,1450,72,8905.10948,27165.4037
3,DuoMono,3000,1000,1000,200000,6,Ilford,779,1110,88127.62995000002,242386.90487499995
4,GullWing,1750,1750,1000,250000,6,Swansea,571,822,63614.67802,177401.40504999997
1,SingleMonoIncline,2500,900,600,15000,3,Perth,1500,27,4120.027120000001,13435.337799999998
3,DuoMono,3000,2000,900,40000,6,Magor - Limerick,1750,102.6,16814.82935,46982.14337499999
4,GullWing,4000,1000,1000,9000,6,Walsall,530,48,6821.602199999999,18889.035499999998
1,SingleMonoIncline,1750,1000,700,250000,3,Chester,586,485.1,42896.366839999995,124528.0271
4,GullWing,3000,1000,800,250000,6,Taunton,456,1108.8,94927.96436,261851.8209
1,SingleMonoIncline,4000,1000,1200,29000,3,Kirkcaldy,1200,97.2,7982.72686,23563.96715
3,DuoMono,3500,1000,500,150000,6,Salisbury,493,417,73187.06850000001,199587.46124999996
1,SingleMonoIncline,3500,1000,400,10000,3,Wigan,628,10.8,3120.6706799999997,9475.466699999997
1,SingleMonoIncline,4000,900,1000,75000,3,Stoke on Trent,582,231,18977.182920000003,54162.42730000001
2,SingleMonoDecline,2500,1750,250,75000,3,Northampton,582,30.75,14665.853119999998,41707.70279999999
1,SingleMonoIncline,4000,2000,200,75000,3,Newcastle Upon Tyne,941,21.6,16120.17938,45143.43845000001
3,DuoMono,3500,1500,1000,10000,6,Durham,914,36,5582.1026999999995,16052.686749999997
3,DuoMono,3500,1134,700,50000,6,Cambridge,720,172.2,23928.970970000002,65795.09742499999
4,GullWing,3000,1250,500,75000,6,Magor - Donegal,1550,168,27809.38832,78580.02080000001
3,DuoMono,2000,1000,700,75000,6,Warrington,606,289.8,28263.840050000003,78920.83012500004
3,DuoMono,3000,900,900,20000,6,Southall,741,108,10512.34545,29463.57362499999
4,GullWing,1500,900,900,100000,6,Halifax,702,550.8,27958.97392,80921.34480000002
1,SingleMonoIncline,2000,2000,1200,29000,3,York,754,50.4,5936.204459999999,17606.461149999992
2,SingleMonoDecline,3500,750,700,20000,3,Aberdeen,1645,50.4,5656.499019999998,17695.117549999995
4,GullWing,3500,1134,1000,60000,6,Blackpool,710,294,25465.4841,70181.38025000002
1,SingleMonoIncline,1500,900,900,15000,3,London North,751,40.5,3582.4871200000002,11342.487799999999
4,GullWing,3500,1250,700,100000,6,Kingston Upon Thames,754,315,40770.05002,112165.43505000003
4,GullWing,1500,2500,300,20000,6,Hemel Hempstead,697,14.4,6414.318399999999,18471.105999999992
1,SingleMonoIncline,2500,2500,500,20000,3,Magor - Belfast,1350,12,4552.182220000001,14152.925549999998
3,DuoMono,4000,1134,300,200000,6,Medway,797,297,100087.2616,272364.06399999995
2,SingleMonoDecline,1500,1500,1000,60000,3,Perth,1500,114,10271.22684,30733.777099999996
1,SingleMonoIncline,2333,750,450,9000,3,Paisley,1400,14.85,2682.5854200000003,9213.05355
2,SingleMonoDecline,3000,750,800,150000,3,Dorchester,560,434.4,33064.58056,94941.00140000001
1,SingleMonoIncline,3500,1250,200,200000,3,Magor - Dublin,1450,90,41691.25608,120016.53020000002
2,SingleMonoDecline,3500,2000,400,10000,3,London East Central,751,6,3014.47148,9211.368699999999
1,SingleMonoIncline,3500,2500,200,15000,3,Southampton,585,3.6,4395.52682,12935.487049999998
4,GullWing,1500,1250,450,300000,6,Magor - Derry,1450,610.2,76197.24612000001,220968.14529999997
1,SingleMonoIncline,3000,1500,500,10000,3,London NW,760,9,2774.73338,8651.42345
4,GullWing,1500,1000,250,15000,6,Magor - Sligo,1750,21,6122.6456800000005,19159.72419999999
4,GullWing,2000,900,700,75000,6,Twickenham,742,323.4,25509.962919999998,72925.53730000003
4,GullWing,4000,1000,1000,20000,6,Doncaster,718,114,12567.507599999999,34543.87900000001
3,DuoMono,2000,1250,450,250000,6,Stoke on Trent,582,507.6,88705.4769,245064.32224999997
3,DuoMono,2500,2000,700,200000,6,Chelmsford,670,403.2,70072.59435,190623.11587499996
2,SingleMonoDecline,3500,1750,400,50000,3,Cardiff,395,32.4,10563.9798,29619.179500000002
4,GullWing,4000,1500,200,10000,6,Wolverhampton,530,7.2,6567.3778,18131.8745
2,SingleMonoDecline,1750,1134,800,100000,3,Bolton,644,196.8,17357.92298,50153.35745000002
3,DuoMono,2333,1134,450,250000,6,Wigan,628,556.2,96108.68510000002,265524.74275
4,GullWing,2333,900,600,50000,6,Peterborough,750,183.6,18944.67736,54080.96339999999
1,SingleMonoIncline,2333,1250,250,20000,3,London W,750,11.25,4604.3843400000005,13896.230849999996
1,SingleMonoIncline,2333,1250,300,200000,3,Guildford,660,135,36365.68348,104332.59870000002
3,DuoMono,2500,900,800,250000,6,Southend on Sea,690,1224,103806.12235000002,287712.455875
2,SingleMonoDecline,1500,2500,900,300000,3,Leicester,594,313.2,46494.2368,131679.022
3,DuoMono,4000,2500,1000,20000,6,Magor - Waterford,1750,48,10181.53585,28915.949624999994
4,GullWing,2333,1250,200,200000,6,Swindon,460,180,62865.22591999999,174574.33479999998
2,SingleMonoDecline,2000,2500,700,75000,3,Derby,630,60.9,12880.53578,36520.52945000002
3,DuoMono,2333,1250,250,200000,6,Hereford,414,225,74441.77387000002,204219.26467499993
3,DuoMono,2000,1250,450,15000,6,Leeds,686,29.7,6960.843949999999,19982.619874999993
3,DuoMono,2333,1134,250,40000,6,Falkirk,1290,49.5,17050.488729999997,47962.49182499999
4,GullWing,1750,900,600,15000,6,Kingston Upon Thames,754,54,5503.32148,16242.933699999998
4,GullWing,2500,1750,600,29000,6,Paisley,1400,57.6,10155.23988,29012.809699999998
4,GullWing,3000,1134,900,15000,6,Paisley,1400,64.8,7057.946799999999,20593.097
4,GullWing,2500,900,700,15000,6,Magor - Limerick,1750,63,6680.70148,20182.383699999995
2,SingleMonoDecline,2500,1000,200,50000,3,Medway,797,27.6,10124.7289,29500.65225
2,SingleMonoDecline,2000,2500,700,150000,3,Kilmarnock,1100,121.8,25012.46042,71744.42105000002
4,GullWing,1500,1000,300,40000,6,Gloucester,465,66.6,11853.95728,34034.68320000001
3,DuoMono,1750,2500,1200,75000,6,Nottingham,641,208.8,23496.84905,64641.35262500001
1,SingleMonoIncline,3500,900,1000,15000,3,Magor - Enniskillen,1450,45,4657.56712,14729.187799999998
1,SingleMonoIncline,1750,750,300,9000,3,Swansea,571,9.9,2471.6773799999996,7856.78345
1,SingleMonoIncline,3000,750,300,20000,3,Bromley,764,21.6,5313.839019999999,15957.467549999996
3,DuoMono,1500,2500,200,200000,6,Croydon,765,93.6,59746.4035,164500.31874999998
2,SingleMonoDecline,3000,900,1200,300000,3,Bromley,764,1101.6,61750.17770000001,176868.87425000005
4,GullWing,2333,2500,900,9000,6,Sheffield,634,16.2,4226.94604,12202.395099999998
2,SingleMonoDecline,2333,750,200,75000,3,Oldham,642,54,15081.300379999999,43888.840950000005
2,SingleMonoDecline,3000,750,700,9000,3,Swindon,460,23.1,2923.8523800000003,8876.220950000003
1,SingleMonoIncline,2333,2000,1000,29000,3,London NW,760,42,6172.15826,18202.34565
3,DuoMono,1500,750,200,60000,6,Northampton,582,86.4,22086.9037,63205.80925
4,GullWing,1750,1000,1200,20000,6,Perth,1500,136.8,7680.237599999999,23107.70399999999
3,DuoMono,2000,1750,500,300000,6,York,754,492,99988.3167,275054.5417499999
1,SingleMonoIncline,2500,1250,450,100000,3,Carlisle,950,101.25,18976.53006,55243.07515000002
1,SingleMonoIncline,3000,1500,500,100000,3,Plymouth,582,94.5,19688.53746,55922.29365000001
1,SingleMonoIncline,1500,900,450,15000,3,Magor - Kilkenny,1650,20.25,3582.4871200000002,12241.487799999999
3,DuoMono,1750,2000,600,20000,6,Medway,797,36,7779.07665,22078.40162499999
2,SingleMonoDecline,2000,1250,500,250000,3,Southend on Sea,690,282,44102.46308,126955.1477
4,GullWing,3500,1250,200,250000,6,Truro,860,225.6,98213.76272000003,269875.9168
1,SingleMonoIncline,1750,1134,1200,300000,3,Twickenham,742,889.2,50754.40822,146755.85055
4,GullWing,2000,1134,700,150000,6,Dartford,765,520.8,45712.204959999995,129266.14240000001
2,SingleMonoDecline,2000,900,800,200000,3,Tonbridge,760,489.6,36227.12218,105927.79544999999
4,GullWing,2333,1000,200,10000,6,Hereford,414,10.8,5124.767679999999,14591.749199999998
3,DuoMono,3000,2000,1200,50000,6,Magor - Cavan,1450,172.8,19748.85735,55771.21337499999
1,SingleMonoIncline,1750,900,450,40000,3,Blackburn,693,55.35,8069.4193,24106.37825
3,DuoMono,3000,1000,200,100000,6,Magor - Portlaoise,1550,111.6,46049.2007,129502.67175000001
1,SingleMonoIncline,3000,1500,400,300000,3,Plymouth,582,228,58300.149639999996,164396.4841
3,DuoMono,1750,2500,800,9000,6,Llandrindod Wells,465,14.4,3755.9565,10855.92125
2,SingleMonoDecline,1500,750,200,29000,3,Glasgow,1260,21,5963.07026,18818.025649999996
4,GullWing,4000,2000,600,60000,6,Romford,810,104.4,26379.586160000003,71883.91540000001
4,GullWing,1500,2500,250,15000,6,Crewe,555,9,5627.178080000001,16239.6552
2,SingleMonoDecline,4000,2000,450,300000,3,Milton Keynes,582,194.4,61699.9241,171090.44025
4,GullWing,2000,1750,400,40000,6,Blackpool,710,52.8,12330.894280000002,34560.025700000006
4,GullWing,2333,900,900,250000,6,Ipswich,761,1377,84583.83548000001,238519.69869999995
4,GullWing,2500,1134,1200,15000,6,Tonbridge,760,86.4,6337.106799999999,18150.996999999996
1,SingleMonoIncline,2500,750,1200,40000,3,Magor - Derry,1450,172.8,9116.773999999998,27694.565000000002
3,DuoMono,2333,750,900,15000,6,Cardiff,395,97.2,8280.97069,23417.53672499999
3,DuoMono,1500,750,600,20000,6,Brighton,765,86.4,8356.12225,24340.215624999986
3,DuoMono,3000,1250,600,60000,6,Cambridge,720,162,26028.0604,71693.101
2,SingleMonoDecline,1750,900,700,10000,3,Redhill,767,21,2534.1654799999997,8178.603700000001
4,GullWing,2500,1750,200,15000,6,London North,751,9.6,5906.506079999999,16822.2952
2,SingleMonoDecline,3500,2500,900,100000,3,Aberdeen,1645,105.3,20649.027000000002,60126.99750000001
1,SingleMonoIncline,1750,1000,200,15000,3,London W,750,8.4,3756.32522,11745.683049999998
2,SingleMonoDecline,2333,1000,400,40000,3,Newcastle Upon Tyne,941,44.4,8634.44314,25645.337849999996
1,SingleMonoIncline,3000,2500,200,60000,3,Durham,914,13.8,11682.441939999999,33219.814849999995
3,DuoMono,1500,1000,500,9000,6,Swindon,460,24,4138.693499999999,12111.763749999998
2,SingleMonoDecline,2500,2500,600,15000,3,London North,751,10.8,3951.2868200000003,11990.88705
1,SingleMonoIncline,3500,750,600,29000,3,Leicester,594,63,7878.87026,22941.52565
4,GullWing,2333,750,450,20000,6,Shrewsbury,493,64.8,9392.558359999999,26685.505899999993
2,SingleMonoDecline,2500,900,400,200000,3,Oldham,642,244.8,38836.58218,112097.44544999998
3,DuoMono,2000,1000,800,10000,6,Swansea,571,43.2,4886.969099999999,14154.252749999998
3,DuoMono,3000,900,600,150000,6,Plymouth,582,550.8,68509.44875000001,188200.53187500002
4,GullWing,3500,900,900,10000,6,Peterborough,750,54,6755.31456,19064.916399999995
2,SingleMonoDecline,3000,1000,600,15000,3,Chester,586,25.2,4430.425219999999,13266.933049999996
1,SingleMonoIncline,2000,2000,600,10000,3,Nottingham,641,9,2558.35148,7961.0687
3,DuoMono,1500,2000,450,300000,6,Wakefield,687,388.8,89388.31235,245842.45087499998
1,SingleMonoIncline,2333,1750,450,150000,3,Preston,670,110.7,27327.67808,77809.14519999998
2,SingleMonoDecline,2000,1750,500,60000,3,Llandrindod Wells,465,49.5,10867.847839999999,31038.3296
3,DuoMono,2500,1134,600,150000,6,Bristol,430,446.4,60408.24898,165983.41244999995
1,SingleMonoIncline,1500,900,300,60000,3,Southall,741,54.9,10671.70324,31675.168100000003
4,GullWing,1750,1500,700,9000,6,Sutton,759,25.2,4084.1878,12152.8995
4,GullWing,2333,2000,450,75000,6,Southampton,585,97.2,22146.48152,61276.7538
4,GullWing,1500,2500,800,20000,6,Magor - Ballymena,1395,38.4,6414.318399999999,19169.105999999992
2,SingleMonoDecline,3000,2000,450,9000,3,Oldham,642,5.4,2595.30378,8024.0494499999995
1,SingleMonoIncline,4000,1000,800,15000,3,Magor - Kilkenny,1650,33.6,4969.70522,15679.133049999997
3,DuoMono,1500,2500,1200,60000,6,Paisley,1400,165.6,18325.9639,52460.25975
4,GullWing,3000,1000,200,100000,6,Blackburn,693,111.6,39544.417120000006,110012.75280000005
3,DuoMono,1500,2500,800,150000,6,Slough,610,278.4,44158.259750000005,121048.55937500003
1,SingleMonoIncline,2500,2000,450,150000,3,Walsall,530,97.2,26852.12762,75629.18905000002
1,SingleMonoIncline,2333,900,250,60000,3,Carlisle,950,45.75,12042.863560000002,35312.0689
2,SingleMonoDecline,1500,1134,1000,150000,3,Paisley,1400,372,25485.680199999995,75940.95049999999
4,GullWing,4000,1500,450,150000,6,Perth,1500,256.5,63558.66132,175824.08329999997
3,DuoMono,2333,750,800,200000,6,Magor - Newry,1395,1156.8,86014.61512,243996.24779999998
3,DuoMono,2333,1000,700,75000,6,Romford,810,289.8,30081.969410000005,83874.15352500005
1,SingleMonoIncline,2000,1000,200,250000,3,Bradford,734,138.6,44447.021839999994,128848.66460000002
2,SingleMonoDecline,3500,900,250,75000,3,Plymouth,582,57.75,17917.282919999998,50930.67730000001
3,DuoMono,3000,1134,500,250000,6,Wigan,628,618,107392.19422000002,293733.51555000007
1,SingleMonoIncline,3000,2000,300,100000,3,Hereford,414,43.2,19172.07546,53839.13865000001
4,GullWing,2000,1750,400,60000,6,Bristol,430,79.2,18408.66746,51439.818649999994
4,GullWing,3500,1250,800,150000,6,Nottingham,641,542.4,61208.57342,167607.26354999997
2,SingleMonoDecline,3500,2500,600,9000,3,County Waterford Ireland,1750,5.4,2638.93898,9210.73745
2,SingleMonoDecline,2333,2000,500,9000,3,Dartford,765,6,2409.50454,7682.55135
3,DuoMono,1500,1250,450,60000,6,Magor - Ballymena,1395,121.5,20092.3804,58203.90099999999
4,GullWing,4000,1500,1200,20000,6,Sutton,759,93.6,11527.359400000001,31619.708499999993
